municipio,NR_ZONA,NR_LOCAL_VOTACAO,local_votacao,endereco_local_votacao,regiao_estimada,votos_parceiro,secoes_com_voto,percentual_votos_parceiro,forca_reduto,ranking_local_parceiro
UNIÃO DOS PALMARES,21,1953,ESCOLA ESTADUAL PAULO SARMENTO,"RUA SENADOR RUI PALMEIRA, S/N",NÃO INFORMADO,7,4,0.0239,BAIXA PRESENÇA,536
ARAPIRACA,22,1589,ESCOLA ALTERNATIVA,"RUA FLORIANO PEIXOTO, 98",NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,537
BOCA DA MATA,48,1201,CENTRO DE EDUCAÇÃO INFANTIL PROF.ª MARIA EDJA SOARES LEITE,"RUA CORONEL CORREIA LIMA, S/N",NÃO INFORMADO,6,2,0.0205,BAIXA PRESENÇA,538
CAMPO GRANDE,20,1082,GINÁSIO DO COLÉGIO DOUGLAS APRATTO,RUA VEREADOR VERIDIANO,NÃO INFORMADO,6,1,0.0205,BAIXA PRESENÇA,539
CAPELA,6,1015,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA GERALDO MEDEIROS DE MELO,"RUA JOSÉ LOPES PONTES, 449",449,6,5,0.0205,BAIXA PRESENÇA,540
DELMIRO GOUVEIA,40,1368,"NOEMIA BANDEIRA DA SILVA,ESCOLA","RUA DO CHAFARIZ, SN",NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,541
IGREJA NOVA,37,1163,ESCOLA MUNICIPAL PROFESSORA AURITA ROCHA,POVOADO IPIRANGA,IPIRANGA,6,4,0.0205,BAIXA PRESENÇA,542
MACEIÓ,1,1112,ESCOLA DE CEGOS CYRO ACIOLY,"RUA PEDRO MONTEIRO, S/N",NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,543
MACEIÓ,1,1775,ESCOLA ESTADUAL DEPUTADO GUILHERMINO DE OLIVEIRA,"RUA ABELARDO PONTES LIMA, S/N",NÃO INFORMADO,6,2,0.0205,BAIXA PRESENÇA,544
MACEIÓ,1,1902,COLEGIO SANTA MADALENA SOFIA,AV TOMAZ ESPINDOLA,NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,545
MACEIÓ,2,1392,GRUPO ESCOLAR ANTONIO VASCO,"PRACA JOSE EMIDIO DE CARVALHO, S/N",NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,546
MACEIÓ,2,1694,CENTRO DE EDUCAÇÃO INFANTIL HERBERT DE SOUZA,"ROD. AL 101 NORTE, S/N",NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,547
MACEIÓ,2,2089,COLÉGIO SÃO JORGE,"RUA ALEXANDRE PASSOS, 359",359,6,2,0.0205,BAIXA PRESENÇA,548
MACEIÓ,3,1465,ESCOLA EST. DOM ADELMO MACHADO,"RUA DOM ADELMO MACHADO, S/N",NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,549
MACEIÓ,3,1490,ESCOLA MUN. DOM MIGUEL FENELON CÂMARA,"LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26",QD 26,6,4,0.0205,BAIXA PRESENÇA,550
MACEIÓ,3,1708,ESCOLA ESTADUAL THOMAZ ESPÍNDOLA,"RUA VEREADOR JOSÉ DE CALDAS, S/N",NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,551
MACEIÓ,3,1961,ESCOLA MUN. PROF. DERALDO CAMPOS,"RUA TENENTE MOISÉS S. FIRMINO, S/N",NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,552
MAJOR ISIDORO,31,1015,CENTRO EDUCACIONAL ADOVALDO ALBUQUERQUE ALVES - CEMA,RUA 31 DE MARCO S/N,NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,553
MARECHAL DEODORO,26,1228,ESCOLA ESTADUAL ROSA MARIA PAULINA DA FONSECA,AV SÃO JOSÉ SN,NÃO INFORMADO,6,5,0.0205,BAIXA PRESENÇA,554
MINADOR DO NEGRÃO,46,1031,GRUPO ESCOLAR BELARMINO VIEIRA BARROS,RUA BELARIMINO VIEIRA BARROS S/N,NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,555
PENEDO,13,1384,COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA,"PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRAÇA SANTA LUZIA)",127 (PRACA SANTA LUZIA),6,4,0.0205,BAIXA PRESENÇA,556
PORTO REAL DO COLÉGIO,37,1120,ESCOLA ESTADUAL DONA SANTA BULHÕES,"PRAÇA ROSITA DE GÓES MONTEIRO, 866",866,6,3,0.0205,BAIXA PRESENÇA,557
PÃO DE AÇÚCAR,11,1040,GRUPO ESCOLAR ROSÁLIA SAMPAIO BEZERRA,AV JOSÉ DE FREITAS 300,NÃO INFORMADO,6,3,0.0205,BAIXA PRESENÇA,558
PÃO DE AÇÚCAR,11,1341,INDÚSTRIA DO CONHECIMENTO,"RUA GILBERTO SOARES PINTO, S/N",NÃO INFORMADO,6,1,0.0205,BAIXA PRESENÇA,559
QUEBRANGULO,28,1066,ESCOLA ESTADUAL PROF. ELZA SOARES CAVALCANTE,MUTIRÃO,NÃO INFORMADO,6,5,0.0205,BAIXA PRESENÇA,560
SANTANA DO IPANEMA,19,1040,COLÉGIO MUNICIPAL SÃO CRISTÓVÃO,TRAVESSA SANTO ANTÔNIO,NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,561
SÃO JOSÉ DA LAJE,16,1236,ESCOLA MUNICIPAL MARIA DO ROSÁRIO CAVALCANTE SILVA,SÍTIO VÁRZEA BONITA,VARZEA BONITA,6,4,0.0205,BAIXA PRESENÇA,562
SÃO JOSÉ DA TAPERA,51,1040,ESCOLA ESTADUAL JOSÉ SOARES FILHO,AV. ELISIO DA SILVA MAIA 761,NÃO INFORMADO,6,4,0.0205,BAIXA PRESENÇA,563
TRAIPU,20,1368,CRECHE JACIRA SILVA CAVALCANTE,CONJUNTO HABITACIONAL ANTONIO MEDEIROS NETO,HABITACIONAL ANTONIO MEDEIROS NETO,6,5,0.0205,BAIXA PRESENÇA,564
ARAPIRACA,22,1180,ANEXO ESCOLA JAYME DE ALTAVILLA,AV. MIGUEL CORREIA S/N,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,565
ARAPIRACA,22,1686,ESCOLA DE ENSINO FUNDAMENTAL ZÉLIA BARBOSA ROCHA,RUA DJALMA M. SANTANA,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,566
ARAPIRACA,22,1732,ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA,SÍTIO BATINGAS,BATINGAS,5,5,0.017,BAIXA PRESENÇA,567
ATALAIA,6,1341,ESCOLA MUNICIPAL LUCIO FIDELIS DE MOURA,POVOADO PORONGABA S/N,PORONGABA S,5,2,0.017,BAIXA PRESENÇA,568
ATALAIA,6,1376,ESCOLA MUNICIPAL FRANCISCO DE ALBUQUERQUE PONTES,POVOADO SANTO ANTÔNIO S/N,SANTO ANTONIO S,5,4,0.017,BAIXA PRESENÇA,569
BARRA DE SANTO ANTÔNIO,17,1040,GRUPO MUNICIPAL 7 DE SETEMBRO (ILHA),AV. CECILIA CANDIDA DA SILVA,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,570
BOCA DA MATA,48,1198,ESCOLA ESTRELA GUIA,"RUA JOSÉ AGUINALDO DE NOVAES, 19",NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,571
BRANQUINHA,9,1198,ESCOLA JOSÉ LOPES FERREIRA,"CJ. RES. RAIMUNDO NONATO, S/N",NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,572
CAMPO ALEGRE,47,1180,ESCOLA CÍCERO SALUSTIANO DOS SANTOS FILHO,"RUA JOÃO LOPES FERREIRA, S/N",NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,573
CAPELA,6,1031,ESCOLA ESTADUAL PROFESSORA EDITE MACHADO,"RUA MANOEL HIPÓLITO, 177",177,5,4,0.017,BAIXA PRESENÇA,574
CAPELA,6,1040,ESCOLA ESTADUAL TORQUATO CABRAL,"PRAÇA EUSTÁQUIO GOMES DE MELO, 504",504,5,4,0.017,BAIXA PRESENÇA,575
CORURIPE,7,1333,ESCOLA ESTADUAL LIMA CASTRO,"AVENIDA CAMAÇARI, CENTRO",CENTRO,5,5,0.017,BAIXA PRESENÇA,576
MACEIÓ,1,1813,CEAGB - ESCOLA ESTADUAL PROFA. LAURA DANTAS,"AV. FERNANDES LIMA, S/N",NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,577
MACEIÓ,1,1929,ESCOLA DE ENSINO FUNDAMENTAL DR. JOSE CARNEIRO,RUA BERNARDO LOPES S/N,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,578
MACEIÓ,1,1970,ESCOLA HIGINO BELO,AV SANTA RITA DE CASSIA,NÃO INFORMADO,5,2,0.017,BAIXA PRESENÇA,579
MACEIÓ,1,2003,COLEGIO SAO JUDAS TADEU,LOT SÃO FELIX LT 5 E 6,NÃO INFORMADO,5,2,0.017,BAIXA PRESENÇA,580
MACEIÓ,3,1864,COLÉGIO SAGRADA FAMILIA,"RUA ALAMEDA MARIA DAS GRAÇAS NOVAES BRANDÃO VILELA, 07",NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,581
MACEIÓ,33,1260,ESCOLA MUNICIPAL PROFª ZILKA DE OLIVEIRA GRAÇA (ANTIGO ERALDO GOMES),"RUA FIRMO CORREIA DE ARAUJO, 276",276,5,2,0.017,BAIXA PRESENÇA,582
MACEIÓ,54,1716,ESCOLA MUNICIPAL JORGE DE LIMA,"AV BELMIRO AMORIM, 1750 - SANTA LUCIA",1750 - SANTA LUCIA,5,2,0.017,BAIXA PRESENÇA,583
MARECHAL DEODORO,26,1201,ESCOLA MUNICIPAL DR. JOVINIANO DE ALMEIDA RODAS,RUA SAO PEDRO SN,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,584
MARECHAL DEODORO,26,1350,ESCOLA ESTADUAL JOSÉ CORREIA DA SILVA TITARA,LOT BOSQUE DA MASSAGUEIRA N 3A,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,585
MONTEIRÓPOLIS,29,1023,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSÉ BEZERRA ROSA,RUA JOAO FERREIRA  DE ALBUQUERQUE S/N,NÃO INFORMADO,5,5,0.017,BAIXA PRESENÇA,586
OLHO D ÁGUA DAS FLORES,11,1040,ESCOLA  MUNICIPAL MARIA AUGUSTA SILVA MELO,RUA 06 DE FEVEREIRO S/N,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,587
PASSO DE CAMARAGIBE,12,1260,ESCOLA MUNICIPAL JOSE BERNARDES,"RUA SAO JOSE, S/N",NÃO INFORMADO,5,2,0.017,BAIXA PRESENÇA,588
PENEDO,13,1031,SESI - SENAI / UNIDADE PENEDO,"AV. WANDERLEY, 922",922,5,3,0.017,BAIXA PRESENÇA,589
PIAÇABUÇU,13,1058,GRUPO ESCOLAR MUNICIPAL DOUGLAS APRATTO TENÓRIO,PONTAL DO PEBA SN,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,590
PILAR,8,1023,ESC MACHADO DE ASSIS,"RUA MIGUEL MACEDO, S/N",NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,591
PORTO REAL DO COLÉGIO,37,1155,ESCOLA ESTADUAL FIRMO DE CASTRO,"AV. ADEMARIO VIEIRA DANTAS, S/N",NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,592
PÃO DE AÇÚCAR,11,1023,ESCOLA DE 1º GRAU PADRE JOSÉ SOARES PINTO,AV MANOEL LEITE BEZERRA LIMA S/N,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,593
QUEBRANGULO,28,1040,ESCOLA MUNICIPAL  JOVELINA SALDANHA DA CUNHA LIMA,RUA HUMBERTO DE CAMPOS S/N,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,594
SANTANA DO IPANEMA,19,1090,COLÉGIO MUNICIPAL SANTA SOFIA,RUA SANTA SOFIA S/N,NÃO INFORMADO,5,5,0.017,BAIXA PRESENÇA,595
SANTANA DO IPANEMA,19,1147,GRUPO ESCOLAR ORMINDO BARROS,RUA  SIQUEIRA CAMPOS S/N,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,596
SANTANA DO IPANEMA,19,1260,ESCOLA ESTADUAL PROFESSOR ALOÍSIO ERNANDE BRANDÃO,"RUA PROF ALOÍSIO ERNANDE BRANDÃO, S/N",NÃO INFORMADO,5,2,0.017,BAIXA PRESENÇA,597
SANTANA DO MUNDAÚ,21,1147,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL O PEQUENO PRINCIPE,"CONJUNTO RESIDENCIAL SANTANA DO MUNDAÚ, QUADRA 09, S/N",RESIDENCIAL SANTANA DO MUNDAU,5,3,0.017,BAIXA PRESENÇA,598
SÃO JOSÉ DA LAJE,16,1104,GRUPO ESCOLAR ESTADUAL CARLOS LYRA,RUA POETA JOAO PINHEIRO S/N,NÃO INFORMADO,5,3,0.017,BAIXA PRESENÇA,599
SÃO JOSÉ DA LAJE,16,1112,GRUPO ESCOLAR MUNICIPAL BENICIO BARBOSA,RUA OSCAR GODILHO S/N,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,600
SÃO JOSÉ DA LAJE,16,1120,GRUPO ESCOLAR MUNICIPAL PRESIDENTE MEDICI,AV DA SAUDADE S/N,NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,601
SÃO MIGUEL DOS MILAGRES,12,1023,ESCOLA DE ENSINO FUNDAMENTAL JAIME DE ALTAVILA,"RUA EURICO MARINHO, S/N",NÃO INFORMADO,5,4,0.017,BAIXA PRESENÇA,602
ANADIA,48,1082,GRUPO ESCOLAR GERALDO TENORIO,RUA DR. QUINTELA CAVALCANTE S/N,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,603
ARAPIRACA,22,1430,ESCOLA PROFESSOR LUIZ ALBERTO DE MELO,POVOADO PAU D ARCO S/N,PAU D ARCO S,4,3,0.0136,BAIXA PRESENÇA,604
ARAPIRACA,22,1465,ESCOLA GERMINO PEDRO DOS SANTOS,POVOADO CANGANDU,CANGANDU,4,2,0.0136,BAIXA PRESENÇA,605
ARAPIRACA,55,1210,ESCOLA DE ENSINO FUNDAMENTAL VOLUNTÁRIA MARIA DAS NEVES BORGES,"RUA SINÉSIO FERREIRA LIMA, N 383, OURO PRETO",OURO PRETO,4,4,0.0136,BAIXA PRESENÇA,606
ATALAIA,6,1422,ESCOLA MUNICIPAL DR. JOÃO CARLOS,POVOADO BRANCA DE ATALAIA,BRANCA DE ATALAIA,4,4,0.0136,BAIXA PRESENÇA,607
BARRA DE SANTO ANTÔNIO,17,1066,ESCOLA MUNICIPAL EDJACKSON LEOCÁDIO DOS SANTOS,"RUA AMARO BARROS DA SILVA, S/N, MUTIRAO",MUTIRAO,4,3,0.0136,BAIXA PRESENÇA,608
BARRA DE SANTO ANTÔNIO,17,1090,GRUPO ESCOLAR MANOEL MONTEIRO DE CARVALHO,RUA ALTO DA BOA VISTA,NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,609
BOCA DA MATA,48,1058,ESCOLA DE 1 GRAU JOSÉ PATRÍCIO DA COSTA,"RUA JOSÉ ARNALDO CAVALCANTE DE ALBUQUERQUE, S/N",NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,610
CANAPI,27,1163,ESCOLA MUNICIPAL JOÃO VIEIRA MACIEL,"AV. JOAQUIM TETÊ, S/N",NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,611
CHÃ PRETA,28,1031,ESCOLA ESTADUAL IZIDRO TEIXEIRA,PRACA PADRE CICERO SN,NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,612
COITÉ DO NÓIA,45,1023,ESCOLA DE ENSINO FUNDAMENTAL JOSÉ  DE SENA FILHO,RUA 21 DE SETEMBRO 25,NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,613
CRAÍBAS,31,1090,CENTRO DE EDUCAÇÃO INFANTIL ALICE MARIA DE SOUZA,POVOADO FOLHA MIUDA,FOLHA MIUDA,4,2,0.0136,BAIXA PRESENÇA,614
FEIRA GRANDE,49,1074,ESCOLA ANTONIO BISPO DE OLIVEIRA,POVOADO MASSAPÊ S/N,MASSAPE S,4,3,0.0136,BAIXA PRESENÇA,615
GIRAU DO PONCIANO,44,1201,ESCOLA DE 1 GRAU DEPUTADO JOSE MEDEIROS,RUA DR JOSE BENTO S/N,NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,616
GIRAU DO PONCIANO,44,1252,ESCOLA VEREADOR ANTÔNIO ALVES DOS SANTOS,RUA JOSÉ PEREIRA BEZERRA,NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,617
IGREJA NOVA,37,1236,ESCOLA MUNICIPAL FREI ARNALDO DE MOTA E SÁ,"AVENIDA DEZESSEIS DE MAIO, S/N",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,618
MACEIÓ,1,1899,CONDOMINIO ALDEBARAN,CONDOMINIO ALDEBARAN,NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,619
MACEIÓ,1,2097,ESCOLA DE ENSINO FUNDAMENTAL PROF PAULO FREIRE,AV JOSE AIRTOM GONDIM LAMENHA SN,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,620
MACEIÓ,2,1600,ESCOLA ESTADUAL JORNALISTA RAUL LIMA,"RUA DA IGREJA, S/N",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,621
MACEIÓ,3,1880,ESCOLA MÁRIO MAFRA,"RUA SANTA FÉ, S/N",NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,622
MACEIÓ,33,1333,COLÉGIO SÃO JERÔNIMO,"RUA JACI MELO, S/N, C6JX, 7R, JARDIM DA SAÚDE",JARDIM DA SAUDE,4,2,0.0136,BAIXA PRESENÇA,623
MARAGOGI,14,1120,IFAL - INSTITUTO FEDERAL DE ALAGOAS - CAMPUS MARAGOGI,"RODOVIA ARNON DE MELO, AL101N,KM 139",KM 139,4,2,0.0136,BAIXA PRESENÇA,624
PALMEIRA DOS ÍNDIOS,10,1023,GRUPO ESCOLAR ANTÔNIA MACEDO,RUA CEL ANTÔNIO PANTALEÃO SN,NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,625
PALMEIRA DOS ÍNDIOS,10,1295,ESCOLA MUNICIPAL PROFESSORA ROSINHA PIMENTEL,"AVENIDA CONSELHEIRO SEBASTIÃO LIMA, S/N",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,626
PALMEIRA DOS ÍNDIOS,10,1317,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS ÍNDIOS,"RODOVIA EDUARDO ALVES DA SILVA, KM 03",KM 03,4,1,0.0136,BAIXA PRESENÇA,627
PASSO DE CAMARAGIBE,12,1236,ESCOLA MUNICIPAL JOÃO DURVAL,POVOADO MARCINEIRO,MARCINEIRO,4,2,0.0136,BAIXA PRESENÇA,628
PENEDO,13,1309,UNIDADE DE ENSINO DE PENEDO/UFAL,"AVENIDA BEIRA RIO, S/N, UFAL, PX. À DELEGACIA DE POLÍCIA",PX. A DELEGACIA DE POLICIA,4,2,0.0136,BAIXA PRESENÇA,629
PENEDO,13,1368,IFAL - CAMPUS PENEDO,"ROD ENGENHEIRO JOAQUIM GONÇALVES, S/N LOT SÃO JOSÉ",LOT SAO JOSE,4,3,0.0136,BAIXA PRESENÇA,630
PILAR,8,1252,ESC MUN JARBAS PASSARINHO - ESCOLA BILINGUE (PROF PETRONIO VIANA),"RUA DO ARAME, S/N",NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,631
PIRANHAS,40,1074,ESCOLA MUNICIPAL LUIZ TERTULIANO DA PAZ,"AV. DESEMBARGADOR WASHINGTON LUIZ, S/N",NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,632
PÃO DE AÇÚCAR,11,1180,IATE CLUBE PÃO DE AÇÚCAR,"AV. FERREIRA DE NOVAIS, S/N",NÃO INFORMADO,4,1,0.0136,BAIXA PRESENÇA,633
PÃO DE AÇÚCAR,11,1287,UME JOAQUIM FONSECA,ALTO FONSECA SN,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,634
QUEBRANGULO,28,1015,ESCOLA MUNICIPAL 16 DE MARÇO,"CONJ. FREDERICO MAIA FILHO, SN",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,635
QUEBRANGULO,28,1090,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL JOÃO PAULO II,"CONJ. RES. GERALDO PASSOS LIMA, S/N",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,636
ROTEIRO,18,1015,ESCOLA DE 1º GRAU FRANCISCO SEBASTIAO SOARES,"RUA ABELARDO LOPES, S/N",NÃO INFORMADO,4,4,0.0136,BAIXA PRESENÇA,637
SANTANA DO IPANEMA,19,1155,GRUPO ESCOLAR HELENA BRAGA DAS CHAGAS,RUA MARECHAL CASTELO BRANCO S/N,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,638
SÃO BRÁS,37,1040,ESCOLA JOSÉ QUIRINO SANTOS,POVOADO GIRAU DO ITIUBA,GIRAU DO ITIUBA,4,2,0.0136,BAIXA PRESENÇA,639
SÃO SEBASTIÃO,49,1350,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA M DE FATIMA R. PACHECO,AV. POLICARPO ALVES RIBEIRO S/N,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,640
TRAIPU,20,1147,ESCOLA ESTADUAL MORENO BRANDAO,PRACA  CEL. AFONSO DE FREITAS MELRO SN,NÃO INFORMADO,4,3,0.0136,BAIXA PRESENÇA,641
UNIÃO DOS PALMARES,21,1945,ESCOLA MUNICIPAL MARIA LEAL FEITOSA,"RUA EDGAR SARMENTO, S/N",NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,642
ÁGUA BRANCA,39,1155,ESCOLA MUNICIPAL MANOEL RAIMUNDO GOMES,RUA ODILON BRANDÃO - NUMERO 22.,NÃO INFORMADO,4,2,0.0136,BAIXA PRESENÇA,643
ARAPIRACA,22,1635,ESCOLA LINDAUVA EULÁLIA DE FARIAS,POVOADO BAIXA GRANDE DE DENTRO,BAIXA GRANDE DE DENTRO,3,2,0.0102,BAIXA PRESENÇA,644
ARAPIRACA,55,1066,ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR,"RUA MANÉ GARRINCHA, S/N",NÃO INFORMADO,3,1,0.0102,BAIXA PRESENÇA,645
ARAPIRACA,55,1120,ESCOLA DE ENSINO FUND. EM TEMPO INTEGRAL PROF.BENILDO BARBOSA MEDEIROS,"RUA ENGENHEIRO CAMILO COLLIER, S/N",NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,646
ARAPIRACA,55,1163,ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO,RUA GOVERNADOR LUIZ CAVALCANTE S/N,NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,647
ATALAIA,6,1350,ESCOLA MUNICIPAL JOÃO CORDEIRO DE SOUZA JUNIOR,POVOADO OURICURI S/N,OURICURI S,3,2,0.0102,BAIXA PRESENÇA,648
BARRA DE SANTO ANTÔNIO,17,1104,GRUPO ESCOLAR MAJOR NELSON AUGUSTO DO NASCIMENTO (STA LUZIA),"RUA JOSE GALDINO, S/N, POVOADO DE SANTA LUZIA",DE SANTA LUZIA,3,2,0.0102,BAIXA PRESENÇA,649
BOCA DA MATA,48,1147,UNIDADE ESCOLAR JOVENTINO PINTO DAMASO,"RUA JOSÉ ROBERTO, S/N",NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,650
BOCA DA MATA,48,1171,COLÉGIO SÃO MATEUS,"PRAÇA PAULO DE CASTRO SARMENTO, NR.68, CENTRO",CENTRO,3,3,0.0102,BAIXA PRESENÇA,651
CAMPO ALEGRE,47,1074,ESCOLA MIGUEL MATIAS,"AV SENADOR MÁXIMO, 184",184,3,3,0.0102,BAIXA PRESENÇA,652
CANAPI,27,1171,CLUBE MUNICIPAL LUIZ CELSO MALTA BRANDÃO,RUA DOM PEDRO II,NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,653
COITÉ DO NÓIA,45,1015,ESCOLA DE 1 GRAU  ÁLVARO PAES,PRAÇA ÁLVARO PAES S/N,NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,654
COITÉ DO NÓIA,45,1031,ESCOLA DE ENSINO FUNDAMENTAL PREFEITO JOSÉ CUSTÓDIO DA SILVA,RUA 15 DE NOVEMBRO S/N,NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,655
CORURIPE,7,1082,ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO,"POVOADO POXIM, S/N",POXIM,3,3,0.0102,BAIXA PRESENÇA,656
DELMIRO GOUVEIA,40,1040,"VICENTE DE MENEZES, ESCOLA DE 1 E 2 GRAUS","RUA 21 DE ABRIL, S/N",NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,657
DELMIRO GOUVEIA,40,1082,"VIRGILIA BEZERRA,ESCOLA DE 1 E 2 GRAUS PROFESSORA",AV MASCARENHAS DE MORAIS S/N,NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,658
DELMIRO GOUVEIA,40,1295,ESCOLA JOSE BEZERRA DA SILVA,RUA JOANA ANGELICA S/N,NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,659
DELMIRO GOUVEIA,40,1317,"AFRANIO SALGADO LAGES, ESCOLA","TRAVESSA NASCIMENTO BANDEIRA, S/N",NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,660
GIRAU DO PONCIANO,44,1066,ESCOLA DE 1 GRAU GOVERNADOR GERALDO BULHOES,POVOADO CANAFISTULA DO CIPRIANO,CANAFISTULA DO CIPRIANO,3,3,0.0102,BAIXA PRESENÇA,661
IBATEGUARA,16,1082,GRUPO ESCOLAR MUNICIPAL MUNIZ FALCAO,RUA QUINTINO DE HOLANDA S/N,NÃO INFORMADO,3,3,0.0102,BAIXA PRESENÇA,662
IGACI,45,1090,ESCOLA MUNICIPAL LUIS FARIAS TORRES,RUA GRACILIANO RAMOS 56,NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,663
JEQUIÁ DA PRAIA,18,1023,GRUPO ESCOLAR JOSE CALAZANS DE MEDEIROS,"RUA BOA VISTA, 126",126,3,3,0.0102,BAIXA PRESENÇA,664
MACEIÓ,1,1724,COLEGIO CRISTO REI,"RUA CLAUDIO LIVIO, 83",NÃO INFORMADO,3,2,0.0102,BAIXA PRESENÇA,665
MACEIÓ,2,2054,ESCOLA PATINHO FEIO,"RUA PREFEITO ABDON ARROXELAS, N.760",.760,3,1,0.0102,BAIXA PRESENÇA,666
